date,espresso,cappuccino,lungo,iced latte,affogato,shakerato,espresso tonic,other,count_battery,count_descale,count_degrease,count_grinder,count_maintenance
2025-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0
